10000,101260
0,425
0,2347
0,2588
0,2979
0,3410
0,4025
0,5379
0,5743
0,5809
0,7124
0,8632
0,9885
1,79
1,1044
1,1259
1,4334
1,8686
1,9877
2,623
2,3659
2,4114
2,4581
2,4938
2,6620
3,1676
3,1755
3,3112
3,3412
3,5865
3,7001
4,1402
4,2640
4,2824
4,4005
4,5601
4,5621
4,5745
4,5923
4,7280
4,7822
4,8207
4,8226
4,8249
4,9306
5,84
5,2255
5,2620
5,5490
5,6683
5,9186
6,261
6,318
6,599
6,1430
6,1552
6,3126
6,3927
6,3933
6,4697
6,6972
6,9113
6,9575
6,9643
6,9992
7,3193
7,4660
7,4934
7,5997
7,7152
7,8568
8,1542
8,1828
8,3154
8,4146
8,4191
8,5805
8,7759
9,232
9,1162
9,1996
9,5321
9,5529
9,6316
9,7422
9,9449
10,193
10,995
10,2149
10,2448
10,2492
10,3039
10,3645
10,4526
10,4888
10,4910
10,4959
10,6045
10,7035
10,7393
10,8453
10,9848
11,875
11,1836
11,1922
11,2412
11,3713
11,3830
11,5664
11,5669
11,6170
11,6546
11,9745
12,141
12,3611
12,4443
12,8567
12,8893
13,1887
13,2181
13,2879
13,3640
13,5034
13,5906
13,7787
13,9895
14,2783
14,3708
14,4152
14,5139
14,5175
14,5220
14,5454
14,5778
14,6097
14,7650
14,8131
14,8385
14,8670
14,9360
15,1513
15,1695
15,5003
15,5345
15,5837
15,6529
15,8134
15,8175
15,8893
15,8987
16,1215
16,1617
16,2845
16,5588
16,6698
16,8285
16,9110
16,9527
16,9884
17,115
17,2137
17,4656
17,7263
17,8016
17,9230
17,9926
18,849
18,3544
18,3608
18,3904
18,4276
18,4953
18,5031
18,5858
18,7272
18,8055
19,1472
19,1551
19,2658
19,3720
19,4249
19,5011
19,5491
19,5613
19,7493
19,8086
19,8545
20,91
20,1314
20,1837
20,3504
20,4405
20,5719
20,6846
20,7239
20,9135
21,170
21,540
21,2496
21,3084
21,3702
21,6440
21,7982
21,8555
21,9407
21,9884
22,829
22,870
22,1568
22,4038
22,4790
22,5886
22,6089
22,6821
23,719
23,1433
23,2029
23,4432
23,4519
23,4894
23,6045
23,6342
23,6556
23,7671
23,7923
24,4632
24,4868
24,5587
24,5695
24,6115
24,6277
24,7232
24,7941
25,624
25,3756
26,2080
26,2794
26,3781
26,4124
26,4221
26,6438
26,6737
26,6838
26,9713
26,9784
27,465
27,1932
27,4458
27,4696
27,4970
27,4991
27,6815
27,8366
27,8762
27,9464
27,9803
28,2088
28,2462
28,2700
28,2789
28,3237
28,6185
28,6243
28,7969
28,9350
28,9767
29,1601
29,2338
29,4004
29,5291
29,5337
29,5388
29,6890
29,7892
29,7904
29,8834
30,337
30,1642
30,4821
30,5154
30,6328
30,6914
30,7709
30,8429
30,9514
31,1683
31,2000
31,2387
31,5432
31,6412
31,7598
31,8421
31,8637
31,9977
32,2290
32,3374
32,3612
32,6637
32,7941
32,8278
32,9984
33,973
33,1632
33,4265
33,5639
33,6107
33,7569
33,8428
33,9997
34,181
34,596
34,1617
34,2179
34,3150
34,4653
34,5146
34,6007
34,6039
34,6443
34,6671
34,7657
34,8184
34,8319
34,8776
34,9857
35,725
35,1185
35,2513
35,2675
35,2895
35,3840
35,4122
35,4245
35,5341
35,5667
35,8049
35,8276
36,727
36,2226
36,3905
36,4557
36,6436
36,6595
36,6706
36,7157
37,1025
37,1821
37,4427
37,4492
37,4557
37,5588
37,5907
37,6652
37,7909
38,50
38,390
38,976
38,2065
38,2153
38,2653
38,2840
38,3356
38,3457
38,4032
38,4520
38,4965
38,7693
39,85
39,893
39,1222
39,1383
39,2152
39,3575
39,4218
39,4508
39,4586
39,5354
39,5472
39,6597
39,9817
40,1311
40,2509
40,3304
40,3986
40,4228
40,4831
40,5263
40,7262
40,8737
40,8912
40,8988
40,9213
40,9895
41,689
41,2009
41,2275
41,3087
41,4238
41,4266
41,6265
41,6981
41,8687
41,8766
41,9717
41,9935
42,1345
42,1523
42,1705
42,3784
42,5214
42,7408
42,8283
42,8691
42,9853
43,466
43,572
43,1419
43,1427
43,2554
43,3855
43,3942
43,4161
43,4170
43,5462
43,5926
43,6294
43,7200
43,7241
43,7327
43,8327
43,8914
44,305
44,358
44,1239
44,2346
44,2783
44,5261
44,6368
44,6626
44,6697
44,6870
44,7363
44,7615
44,8541
44,9087
44,9119
44,9166
44,9758
45,761
45,1517
45,2196
45,2356
45,3204
45,3476
45,4378
45,4800
45,5090
45,6593
45,7662
45,9804
46,330
46,1081
46,1232
46,3483
46,3760
46,3998
46,4801
46,5542
46,6328
46,6791
46,8477
46,9790
47,1180
47,2523
47,3463
47,3955
47,4004
47,4517
47,4892
47,6129
47,8293
47,9206
48,1131
48,2434
48,4773
48,6285
48,6609
49,1296
49,3061
49,3422
49,4010
49,4028
49,5520
49,5614
49,5691
49,5723
49,7929
49,8672
50,38
50,1425
50,2226
50,2359
50,2524
50,3133
50,5200
50,9147
51,2556
51,2772
51,2981
51,3395
