10000,42560
0,4174
0,9721
1,375
1,3829
1,5274
1,5690
1,6420
1,9690
1,9934
2,164
2,904
2,917
2,1397
2,3666
2,5393
3,2439
3,2829
3,3840
3,4143
3,6127
3,6697
3,7298
3,8070
4,6839
4,7754
4,9301
5,1646
5,5481
5,6039
5,6547
6,1713
6,4318
6,8359
7,179
7,516
7,853
7,2311
7,4317
7,8108
7,8438
7,9479
8,1402
8,7152
9,1764
9,3145
9,4991
9,8978
10,2211
10,3159
10,6040
10,9135
11,3651
11,5165
11,7914
12,946
12,2867
12,6533
12,6813
12,6861
13,4435
13,4916
13,6680
14,1377
14,4224
14,5012
14,5866
14,7025
15,7156
15,7292
15,7511
16,3684
16,4782
16,8753
16,9093
17,4171
17,4515
17,4792
17,4837
17,5550
17,9480
17,9697
18,1069
18,3012
18,5448
18,6883
18,7381
18,7753
18,8867
19,1153
19,3045
19,8598
20,546
20,1126
20,4666
21,923
21,9800
22,817
22,1728
22,4397
22,5634
22,7759
23,4721
23,4781
23,5935
23,9563
24,740
24,4594
24,4779
24,6216
24,6477
24,7542
24,8905
25,225
25,5203
25,5437
25,6774
25,7387
25,7734
26,197
26,1577
26,3266
26,4692
26,6716
26,7388
26,8562
27,361
27,1204
27,2392
27,4442
27,6169
28,1908
28,3436
28,5452
28,7403
28,7980
28,8216
28,8281
28,8393
28,9555
29,9138
30,1002
30,1631
30,3752
30,4309
30,4408
30,5314
30,6294
30,6647
30,6743
30,8328
30,8655
30,9054
31,307
31,5729
31,5867
31,7817
31,8176
31,9585
32,240
32,605
32,2488
32,7957
33,1194
33,2179
33,4173
33,5409
33,7543
33,7770
34,517
34,2187
34,3084
34,3637
34,3872
34,4426
34,6650
34,6883
34,7743
35,1267
35,4887
35,7705
35,8537
35,8967
35,9478
36,5822
36,5859
37,2020
37,2382
37,6695
37,6968
37,8440
37,9553
38,5443
38,9097
38,9191
39,2867
39,3460
39,3546
39,8774
40,4448
40,5803
40,7147
41,3606
41,4476
41,9914
42,2423
42,2993
42,3342
42,6712
43,284
43,2890
43,5066
43,6617
43,8846
44,1499
44,1603
44,7123
45,1952
45,6444
45,6718
46,2889
46,7733
46,7810
46,9351
46,9763
47,710
47,2648
47,4921
47,8544
47,8985
48,119
48,2503
48,4160
48,4781
48,5296
48,5502
48,7215
48,8290
48,9265
48,9607
49,1821
49,4538
49,6925
49,9058
50,4151
50,5610
50,8056
51,2132
52,4537
52,5121
53,3021
53,3089
53,4378
53,7921
53,8491
54,2274
54,2565
54,2822
54,9359
54,9699
55,5647
55,6825
55,7996
56,335
56,665
56,1388
56,4863
56,7862
57,1257
57,1601
57,5144
57,5374
58,790
58,1847
58,5208
58,5926
58,7888
58,8976
58,9201
59,247
59,2392
59,4085
59,7452
60,644
60,1834
60,2008
60,2409
60,7483
61,6750
61,7147
61,9602
62,3601
62,5851
62,6144
62,7098
62,7871
63,6248
63,6614
63,7376
63,9336
64,298
64,3201
64,5760
64,5999
64,7969
65,1359
65,2345
65,8364
66,777
66,1346
66,4781
66,7339
66,7582
66,8524
67,2148
67,2711
67,5963
67,8028
67,8219
68,7233
69,172
69,2706
69,3144
69,5983
69,8858
69,9085
69,9958
70,4773
70,4922
71,504
71,786
71,4795
71,5711
71,6044
71,8520
71,8685
72,1092
72,2672
72,3786
72,6024
72,6697
72,6703
73,701
73,3703
73,3765
73,7823
73,9589
74,390
74,6922
74,7470
75,2710
76,1803
76,8862
76,9929
77,556
77,3656
77,5219
77,6720
78,9587
79,1218
79,3593
79,6308
79,8756
80,2884
80,3468
80,4211
80,7051
82,5910
82,6186
82,6222
82,7063
82,7863
83,3984
83,4751
84,3336
84,5584
84,6099
84,7916
84,8121
85,178
85,282
85,733
85,1434
85,2750
85,3364
85,8113
85,9332
86,633
86,2381
86,4185
86,7361
86,7502
86,8054
87,2581
87,2879
87,4599
87,5287
87,6341
87,7297
88,573
88,1835
88,3275
88,4284
89,425
89,1382
89,1648
89,2182
89,5197
89,6455
89,8530
90,509
90,750
90,2055
90,2332
90,5220
90,5702
90,8036
91,979
91,2109
91,2239
91,4637
91,6369
91,8729
91,8968
91,9679
92,4731
92,8608
92,8888
92,9329
93,1205
93,2162
93,3790
93,8437
93,9533
94,2514
94,7714
94,8767
94,9506
94,9674
96,7244
97,2449
98,3361
98,4843
98,4890
98,7444
98,7853
98,9284
98,9561
99,100
99,984
99,1067
99,1106
99,3055
99,3808
99,6981
99,8355
100,99
100,1845
100,3194
100,4410
100,6914
100,9087
100,9378
101,1730
101,4924
101,6520
102,3582
102,4302
102,5255
102,6009
103,6053
104,2021
104,4949
104,5551
104,5879
105,2056
105,2225
105,4367
105,5497
105,6805
105,8276
105,8299
106,1567
106,8021
107,2492
107,4942
107,5510
107,5627
107,9546
108,1717
108,1830
108,2732
108,3888
108,6884
108,7542
108,8873
109,716
109,5354
109,6944
111,3190
111,3479
111,9322
111,9518
112,2482
112,2655
112,3618
112,7897
112,8090
112,8761
112,9358
113,889
113,1108
113,3975
113,4287
113,5007
113,5689
113,8844
113,9404
114,1624
114,2851
114,4402
114,5305
114,5950
114,7852
114,8881
115,5935
115,6200
115,9642
116,644
117,1318
117,2772
117,3532
117,5137
117,6454
118,879
118,5172
118,5851
118,6041
118,7855
118,8197
118,9112
119,48
119,473
119,1046
119,3152
119,3440
119,4733
120,545
120,1459
120,2265
120,2883
120,9399
121,1312
121,2640
121,2707
121,7927
121,9411
123,2491
123,4911
123,5361
123,9702
125,2392
125,2501
125,2786
125,4733
125,4858
125,6229
125,7463
125,9364
126,1375
126,2081
126,3231
126,7766
127,427
127,1743
127,3101
127,5045
128,5529
128,7343
128,8186
128,8745
128,9696
129,423
129,1147
129,7886
129,8348
129,9690
130,1127
130,2116
130,4413
130,4764
130,5050
130,8370
130,9707
131,962
131,1991
131,4357
131,9886
132,542
132,1788
132,4291
132,4356
132,9398
132,9699
133,473
133,601
133,2401
133,4392
133,5008
133,5457
133,5833
134,1884
134,1940
134,3063
134,3986
136,1061
136,6525
136,8451
137,899
137,1423
137,2067
137,4263
137,5489
138,578
138,1270
138,3113
138,3322
138,5287
138,5789
138,6675
139,2784
139,6970
139,7738
140,431
140,5456
141,173
141,1943
141,5640
141,7305
141,8497
141,9513
143,746
143,1251
143,3142
143,6066
143,8240
144,466
144,1860
144,5648
144,6743
144,7132
144,9852
145,678
145,2795
145,4742
145,4932
145,9842
146,2988
146,3653
146,5927
146,6958
147,754
147,2711
147,2828
147,5165
147,9489
148,3962
148,4227
148,8391
149,2779
149,2896
149,4080
149,5486
149,8852
149,9905
150,3582
150,4421
150,9310
150,9581
151,3069
151,3776
151,5556
151,8078
152,574
152,2106
152,4536
153,2605
153,4399
153,4632
153,4839
153,5011
153,6187
153,6597
153,8389
154,2533
154,4835
154,6260
154,6847
154,7213
154,8144
155,1639
156,980
156,9145
158,2023
158,2961
158,3333
158,5973
158,6078
159,4521
159,7896
161,327
161,4254
161,6107
162,511
162,979
162,1601
162,2086
162,2539
162,5531
162,6227
162,8792
163,7037
163,8034
164,2
164,562
164,4632
164,4744
164,7103
165,3254
166,1221
166,3709
166,5398
166,7345
166,7571
166,8520
167,2675
167,8476
167,8789
168,2545
169,420
169,4395
169,6010
169,6102
169,8218
170,4571
170,4656
170,6891
170,8802
171,5452
171,7403
172,69
172,310
172,3074
172,7639
172,7913
172,9965
173,141
173,1932
173,3813
173,6111
173,6891
173,8539
174,1627
174,4589
174,6657
174,6771
174,8220
174,9710
175,1493
175,3168
175,5530
176,5824
177,3731
177,6866
177,9285
178,85
178,2927
179,7
179,336
179,1080
179,2600
179,3393
179,3752
179,4177
179,8503
180,3160
180,6258
180,7884
180,9519
180,9629
181,5301
181,6184
181,8760
181,8834
181,8873
182,4810
183,6494
184,778
184,812
184,1309
184,1484
184,5284
184,5660
184,8287
185,8260
185,9529
186,1905
186,2081
186,8406
187,540
187,8784
187,9273
188,272
188,1461
188,5739
188,6933
188,6935
188,8076
189,2439
189,2445
189,7947
190,4458
190,4731
190,6036
190,6306
190,7056
190,8255
190,8932
191,2780
191,2991
191,6903
191,8141
191,9403
192,921
192,4164
192,5081
192,9799
193,1298
193,4173
193,7123
193,7514
194,195
194,1385
194,1645
194,4734
194,7315
194,8070
195,194
195,6330
195,7655
195,7724
195,8871
196,1942
196,3694
196,7957
196,8903
197,26
197,2635
197,2831
197,3628
197,3648
197,6046
197,8812
197,9058
198,367
198,2332
199,555
199,4665
200,1147
200,3710
200,6332
200,6784
200,7317
200,7971
200,9859
200,9985
201,6130
202,2881
202,5819
202,6362
202,8703
203,646
203,9150
204,297
204,6446
205,1077
205,1177
205,4713
205,9022
